area,perimeter,compactness,mean,stddev,bbox,convex_area,eccentricity,centroid,equv_diam,euler_number,solidity,contrast,dissimilarity,homogeneity,energy,correlation,simple_entropy,class
93543,20917,0.223608394,5.93185623,38.43743514,2061152,1386129,0.818909481,"(841.6970697967779, 1310.5143409982575)",345.1125132,-66,0.067485061,171.0223812,0.670676005,0.997369938,0.975662186,0.942144845,0.110476845,2
67952,17582,0.258741465,3.868687843,31.16967524,1519812,1079841,0.819239274,"(745.0390128325877, 1088.2470861784789)",294.1414176,-87,0.062927783,133.1508105,0.522160041,0.997952345,0.983901845,0.931500995,0.078598444,2
31457,9069,0.288298312,1.790930561,21.29506658,1179699,790133,0.876318565,"(941.7582414089075, 1001.0796960930794)",200.1306982,-74,0.039812285,75.11518236,0.294569343,0.998844844,0.992417731,0.917210868,0.041823554,2
58616,15035,0.256499932,3.337164566,28.97999822,1094840,853054,0.800848576,"(796.8575303671353, 1660.4027057458713)",273.1889624,-134,0.068713118,115.5484128,0.45313103,0.998223043,0.986095853,0.931234292,0.069747653,2
38863,9578,0.246455498,2.212573812,23.64975347,891000,581480,0.891878331,"(527.056377531328, 1609.1105678923398)",222.4452931,-33,0.066834629,65.52971826,0.256979287,0.998992254,0.990850001,0.941441634,0.049828517,2
12730,3996,0.313904163,0.724752711,13.57522283,863203,514900,0.905940108,"(684.9830322073841, 1114.7614296936372)",127.3119767,-66,0.024723247,30.52825084,0.119718631,0.999530522,0.996925461,0.917203708,0.019502288,2
61544,15575,0.253070974,3.503863383,29.68514955,1630656,1168323,0.768361683,"(802.2523885350319, 1483.1169407253346)",279.929017,-94,0.052677213,108.9838222,0.427387538,0.998323996,0.985501291,0.938185792,0.072557389,2
88198,22152,0.251162158,5.021346397,35.42921692,1808018,1470548,0.539360023,"(738.387140297966, 1215.956370892764)",335.1077161,-81,0.059976281,146.0185699,0.572621843,0.997754459,0.979355539,0.941857892,0.096836259,2
3502,857,0.244717304,0.199378161,7.127529692,30498,6079,0.995822193,"(888.2747001713307, 1656.867218732153)",66.77488215,-4,0.576081592,7.435996398,0.02916077,0.999885646,0.999160911,0.926841692,0.00637496,2
12066,3165,0.26230731,0.76514306,13.9472591,618948,261079,0.915777375,"(1019.7926404773744, 1540.3565390353058)",123.9471998,-29,0.046215896,29.9920067,0.117615713,0.999538769,0.996771507,0.922941238,0.020426182,2
67619,17278,0.255519898,3.849729268,31.09438129,1478829,885236,0.825108261,"(834.2395036897914, 1520.7041659888494)",293.4198098,-74,0.07638528,121.6482536,0.477051975,0.998129237,0.984064677,0.937115005,0.078288003,2
0,10,0.255519898,0,0,0,0,1,1,1,0,0,2,0,1,1,1,0,2
4973,1651,0.331992761,0.283126098,8.492172556,154200,61793,0.962806844,"(843.4365574100141, 1611.7363764327367)",79.57273563,-17,0.080478371,13.79725894,0.054106898,0.999787819,0.998783698,0.904378005,0.008663182,2
13831,3658,0.264478346,0.787435566,14.14835731,690696,338922,0.953133177,"(770.7506326368303, 1016.5055310534307)",132.7033389,-26,0.0408088,28.00117394,0.109808525,0.999569385,0.996699704,0.930085519,0.020932482,2
88942,21223,0.238616177,5.64009233,37.50217197,1418820,1089531,0.756905714,"(827.0635133008028, 944.2401902363338)",336.5181594,-88,0.08163329,173.9342266,0.682095006,0.997325159,0.976758671,0.938188411,0.106171346,2
44040,12295,0.27917802,2.507314172,25.16105104,1165940,904999,0.823742073,"(809.357493188011, 1544.0410990009082)",236.7983732,-78,0.048663037,90.71334668,0.355738614,0.998604968,0.989508769,0.928382737,0.055230909,2
